-6,86209883540869;107,590001905337;0,25;160,8;-0,0048828125;-0,0283203125;-0,978515625;17:15:5.255;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0107421875;-0,03125;-1,017578125;17:15:5.277;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0107421875;-0,0205078125;-0,9794921875;17:15:5.294;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0283203125;-0,0205078125;-0,9912109375;17:15:5.316;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0048828125;-0,005859375;-0,9716796875;17:15:5.336;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0166015625;-0,025390625;-1,0224609375;17:15:5.358;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,0029296875;-0,0068359375;-0,9931640625;17:15:5.375;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,01953125;-0,005859375;-1,0166015625;17:15:5.395;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,0126953125;-0,01171875;-1,0048828125;17:15:5.415;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,00390625;-0,0107421875;-1,0234375;17:15:5.434;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,0185546875;-0,005859375;-1,0078125;17:15:5.455;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,009765625;-0,0048828125;-1,0068359375;17:15:5.474;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,005859375;0,00390625;-0,998046875;17:15:5.494;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,017578125;-0,00390625;-1,0009765625;17:15:5.515;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0;-0,0009765625;-0,9912109375;17:15:5.536;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,0244140625;-0,0048828125;-0,990234375;17:15:5.554;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0009765625;0,0068359375;-1,001953125;17:15:5.574;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,0224609375;0;-0,9990234375;17:15:5.594;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,00390625;-0,0009765625;-1,0107421875;17:15:5.615;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,0185546875;0,0029296875;-0,9990234375;17:15:5.634;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,009765625;-0,009765625;-1,0205078125;17:15:5.655;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;-0,00390625;0,005859375;-0,9873046875;17:15:5.674;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,025390625;-0,01953125;-1,0390625;17:15:5.694;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,009765625;-0,0244140625;-0,98828125;17:15:5.715;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0361328125;-0,0341796875;-1,00390625;17:15:5.734;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0263671875;-0,021484375;-0,9794921875;17:15:5.754;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,046875;-0,0224609375;-1,015625;17:15:5.774;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,0419921875;-0,015625;-1,00390625;17:15:5.796;09/12/2014 17:15:05
-6,86209883540869;107,590001905337;0,25;160,8;0,04296875;-0,02734375;-1;17:15:5.839;09/12/2014 17:15:05
