-6,86370589770377;107,594001414254;0,5;102,1;-0,005859375;-0,0458984375;-1,0732421875;17:7:54.252;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,01953125;-0,013671875;-0,9599609375;17:7:54.270;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;-0,005859375;-0,041015625;-1,037109375;17:7:54.290;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;-0,03515625;-0,060546875;-1,0595703125;17:7:54.311;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,0419921875;0,0029296875;-0,8955078125;17:7:54.329;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,00390625;-0,05078125;-1,048828125;17:7:54.350;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;-0,0078125;-0,0166015625;-0,9970703125;17:7:54.369;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;-0,0048828125;-0,033203125;-0,978515625;17:7:54.390;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;-0,009765625;-0,0341796875;-1,0234375;17:7:54.409;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,0009765625;-0,0029296875;-0,990234375;17:7:54.429;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,03125;-0,0703125;-1,0439453125;17:7:54.450;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,001953125;-0,0341796875;-0,9697265625;17:7:54.469;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,0048828125;-0,0244140625;-0,9453125;17:7:54.490;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,0234375;-0,0849609375;-1,044921875;17:7:54.510;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;0,0400390625;-0,0087890625;-0,9404296875;17:7:54.529;09/12/2014 17:07:54
-6,86370589770377;107,594001414254;0,5;102,1;-0,0107421875;-0,0625;-0,97265625;17:7:54.550;09/12/2014 17:07:54
