-6,86361872591078;107,594041144475;1,25;87;0,01953125;-0,0576171875;-1,0107421875;17:19:31.184;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0;-0,046875;-0,96875;17:19:31.196;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,01171875;-0,0263671875;-1,0087890625;17:19:31.214;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0302734375;-0,0185546875;-1,015625;17:19:31.236;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0078125;-0,0341796875;-1,025390625;17:19:31.254;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0029296875;-0,009765625;-1,0185546875;17:19:31.273;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0185546875;-0,0107421875;-1,001953125;17:19:31.294;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,021484375;-0,0546875;-1,0126953125;17:19:31.314;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,005859375;-0,0927734375;-0,986328125;17:19:31.333;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,021484375;-0,0791015625;-0,966796875;17:19:31.354;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0;-0,0595703125;-0,943359375;17:19:31.373;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0048828125;-0,0283203125;-1,01171875;17:19:31.394;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,00390625;-0,0810546875;-1,02734375;17:19:31.414;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0029296875;0,03515625;-1,015625;17:19:31.434;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,03515625;0,12109375;-1,03125;17:19:31.454;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0390625;0,099609375;-0,9921875;17:19:31.473;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0224609375;0,015625;-1;17:19:31.494;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0185546875;-0,0419921875;-0,9716796875;17:19:31.515;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0107421875;-0,0361328125;-1,021484375;17:19:31.535;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,005859375;-0,01171875;-0,998046875;17:19:31.555;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0068359375;0,0068359375;-0,9951171875;17:19:31.576;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,015625;0,013671875;-1;17:19:31.595;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,005859375;0,03515625;-1,0244140625;17:19:31.615;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0078125;0,029296875;-1,015625;17:19:31.635;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;-0,0009765625;-0,03125;-0,95703125;17:19:31.655;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,013671875;-0,0009765625;-1,0283203125;17:19:31.676;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0029296875;0,048828125;-0,9921875;17:19:31.695;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0146484375;0,0654296875;-1,03125;17:19:31.715;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0009765625;0,0380859375;-0,9931640625;17:19:31.734;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0166015625;0,025390625;-0,9970703125;17:19:31.757;09/12/2014 17:19:31
-6,86361872591078;107,594041144475;1,25;87;0,0107421875;0,0263671875;-1,005859375;17:19:31.775;09/12/2014 17:19:31
